"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status","productcategorykey","productcategoryalternatekey","englishproductcategoryname","productsubcategorykey-2","productsubcategoryalternatekey","englishproductsubcategoryname","productcategorykey-2"
35,"GT-0820",NULL,"LL Grip Tape","NA",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,"GP-0982",NULL,"Guide Pulley","NA",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,"FL-2301",NULL,"Front Derailleur Linkage","Silver",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,"FC-3982",NULL,"Front Derailleur Cage","Silver",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,"FC-3654",NULL,"Fork Crown","NA",800,600,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,"FW-9160",NULL,"Flat Washer 7","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,"FW-7160",NULL,"Flat Washer 5","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,"FW-5800",NULL,"Flat Washer 8","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,"FW-5160",NULL,"Flat Washer 3","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,"FW-3800",NULL,"Flat Washer 4","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,"FW-3400",NULL,"Flat Washer 9","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,"FW-1400",NULL,"Flat Washer 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,"FW-1200",NULL,"Flat Washer 6","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,"FW-1000",NULL,"Flat Washer 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,"FH-2981",NULL,"Freewheel","Silver",500,375,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,"MB-6061",NULL,"Metal Bar 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,"FE-3760",NULL,"Fork End","NA",800,600,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,"EC-T209",NULL,"Touring End Caps","NA",1000,750,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,"MB-2024",NULL,"Metal Bar 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,"MA-7075",NULL,"Metal Angle","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,"LW-9160",NULL,"Lock Washer 11","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,"LW-8000",NULL,"Lock Washer 3","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,"LW-7160",NULL,"Lock Washer 9","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,"LW-6000",NULL,"Lock Washer 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,"LW-5800",NULL,"Lock Washer 12","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,"LW-5160",NULL,"Lock Washer 7","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,"LW-4000",NULL,"Lock Washer 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,"LW-3800",NULL,"Lock Washer 8","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,"LW-3400",NULL,"Lock Washer 13","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,"LW-1400",NULL,"Lock Washer 6","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
144,"LW-1201",NULL,"Lock Washer 10","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,"LW-1200",NULL,"Lock Washer 5","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,"LW-1000",NULL,"Lock Washer 4","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
141,"LR-8520",NULL,"Lower Head Race","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,"LR-2398",NULL,"Lock Ring","Silver",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,"LN-9161",NULL,"Lock Nut 18","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,"LN-9080",NULL,"Lock Nut 19","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,"LN-8320",NULL,"Lock Nut 4","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,"LN-7162",NULL,"Lock Nut 15","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,"LN-7161",NULL,"Lock Nut 14","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,"LN-6320",NULL,"Lock Nut 3","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
133,"LN-5818",NULL,"Lock Nut 21","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
132,"LN-5811",NULL,"Lock Nut 20","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,"LN-5400",NULL,"Lock Nut 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,"LN-5162",NULL,"Lock Nut 11","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,"LN-5161",NULL,"Lock Nut 10","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,"LN-4400",NULL,"Lock Nut 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,"LN-3824",NULL,"Lock Nut 13","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,"LN-3816",NULL,"Lock Nut 12","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,"LN-3416",NULL,"Lock Nut 23","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,"LN-3410",NULL,"Lock Nut 22","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,"LN-1428",NULL,"Lock Nut 9","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,"LN-1420",NULL,"Lock Nut 8","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,"LN-1224",NULL,"Lock Nut 7","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,"LN-1220",NULL,"Lock Nut 17","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,"LN-1213",NULL,"Lock Nut 16","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,"LN-1032",NULL,"Lock Nut 6","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,"LN-1024",NULL,"Lock Nut 5","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,"LJ-9161",NULL,"Thin-Jam Lock Nut 11","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,"LJ-9080",NULL,"Thin-Jam Lock Nut 12","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,"LJ-7162",NULL,"Thin-Jam Lock Nut 8","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,"LJ-7161",NULL,"Thin-Jam Lock Nut 7","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,"LJ-5818",NULL,"Thin-Jam Lock Nut 14","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,"LJ-5811",NULL,"Thin-Jam Lock Nut 13","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,"LJ-5162",NULL,"Thin-Jam Lock Nut 4","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,"LJ-5161",NULL,"Thin-Jam Lock Nut 3","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,"LJ-3824",NULL,"Thin-Jam Lock Nut 6","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,"LJ-3816",NULL,"Thin-Jam Lock Nut 5","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,"LJ-3416",NULL,"Thin-Jam Lock Nut 16","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,"LJ-3410",NULL,"Thin-Jam Lock Nut 15","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,"LJ-1428",NULL,"Thin-Jam Lock Nut 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,"LJ-1420",NULL,"Thin-Jam Lock Nut 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,"LJ-1220",NULL,"Thin-Jam Lock Nut 10","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,"LJ-1213",NULL,"Thin-Jam Lock Nut 9","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,"LI-8000",NULL,"Internal Lock Washer 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,"LI-7160",NULL,"Internal Lock Washer 8","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,"LI-6000",NULL,"Internal Lock Washer 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,"LI-5800",NULL,"Internal Lock Washer 10","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,"LI-5160",NULL,"Internal Lock Washer 6","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,"LI-3800",NULL,"Internal Lock Washer 7","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,"LI-1400",NULL,"Internal Lock Washer 5","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,"LI-1201",NULL,"Internal Lock Washer 9","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,"LI-1200",NULL,"Internal Lock Washer 4","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,"LI-1000",NULL,"Internal Lock Washer 3","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,"LE-8000",NULL,"External Lock Washer 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,"LE-7160",NULL,"External Lock Washer 8","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,"LE-6000",NULL,"External Lock Washer 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,"LE-5160",NULL,"External Lock Washer 6","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,"LE-3800",NULL,"External Lock Washer 7","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,"LE-1400",NULL,"External Lock Washer 5","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,"LE-1201",NULL,"External Lock Washer 9","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,"LE-1200",NULL,"External Lock Washer 4","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,"LE-1000",NULL,"External Lock Washer 3","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,"KW-4091",NULL,"Keyed Washer","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,"HU-8998",NULL,"HL Hub","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,"HU-6280",NULL,"LL Hub","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,"HT-8019",NULL,"Head Tube","NA",800,600,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,"HT-2981",NULL,"Handlebar Tube","NA",800,600,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,"HN-9168",NULL,"Hex Nut 19","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,"HN-9161",NULL,"Hex Nut 18","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,"HN-8320",NULL,"Hex Nut 4","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,"HN-7162",NULL,"Hex Nut 15","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,"HN-7161",NULL,"Hex Nut 14","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,"HN-6320",NULL,"Hex Nut 3","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,"HN-5818",NULL,"Hex Nut 21","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,"HN-5811",NULL,"Hex Nut 20","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,"HN-5400",NULL,"Hex Nut 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,"HN-5162",NULL,"Hex Nut 11","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,"HN-5161",NULL,"Hex Nut 10","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,"HN-4402",NULL,"Hex Nut 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,"HN-3824",NULL,"Hex Nut 13","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,"HN-3816",NULL,"Hex Nut 12","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,"HN-3416",NULL,"Hex Nut 23","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,"HN-3410",NULL,"Hex Nut 22","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,"HN-1428",NULL,"Hex Nut 9","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,"HN-1420",NULL,"Hex Nut 8","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,"EC-R098",NULL,"Road End Caps","NA",1000,750,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,"EC-M092",NULL,"Mountain End Caps","NA",1000,750,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,"DT-2377",NULL,"Down Tube","NA",800,600,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,"DC-9824",NULL,"Decal 2","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,"HN-1224",NULL,"Hex Nut 7","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,"DC-8732",NULL,"Decal 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,"CS-2812",NULL,"Chain Stays","NA",1000,750,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,"CR-9981",NULL,"Crown Race","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,"HN-1220",NULL,"Hex Nut 17","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,"CR-7833",NULL,"Chainring","Black",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,"CN-6137",NULL,"Chainring Nut","Silver",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,"CB-2903",NULL,"Chainring Bolts","Silver",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,"CA-7457",NULL,"HL Crankarm","Black",500,375,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"AR-5381",NULL,"Adjustable Race","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,"CA-6738",NULL,"ML Crankarm","Black",500,375,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,"CA-5965",NULL,"LL Crankarm","Black",500,375,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,"BL-2036",NULL,"Blade","NA",800,600,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,"BE-2908",NULL,"Headset Ball Bearings","NA",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,"BE-2349",NULL,"BB Ball Bearing","NA",800,600,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,"BA-8327",NULL,"Bearing Ball","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,"HN-1213",NULL,"Hex Nut 16","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,"HN-1032",NULL,"Hex Nut 6","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,"HN-1024",NULL,"Hex Nut 5","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,"HJ-9161",NULL,"Thin-Jam Hex Nut 11","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,"HJ-9080",NULL,"Thin-Jam Hex Nut 12","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,"HJ-7162",NULL,"Thin-Jam Hex Nut 8","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,"HJ-7161",NULL,"Thin-Jam Hex Nut 7","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,"HJ-5818",NULL,"Thin-Jam Hex Nut 14","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,"HJ-5811",NULL,"Thin-Jam Hex Nut 13","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,"HJ-5162",NULL,"Thin-Jam Hex Nut 4","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,"HJ-5161",NULL,"Thin-Jam Hex Nut 3","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,"HJ-3824",NULL,"Thin-Jam Hex Nut 6","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
